3	ports	port	NNS	_	4	attr	_	_	_
4	are	be	VBP	_	0	root	_	_	_
5	there	there	EX	_	4	expl	_	_	_
6	in	in	IN	_	4	prep	_	_	_
7	networking	networking	NN	_	6	pobj	_	_	_

1	Of	of	IN	_	15	prep	_	_	O
2	the	the	DT	_	3	det	_	_	O
3	thousands	#crd#	NNS	_	1	pobj	_	_	O
4	of	of	IN	_	3	prep	_	_	O
5	enumerated	enumerated	JJ	p2=VBN	6	amod	_	_	O
6	ports	port	NNS	_	4	pobj	_	_	O
7	,	,	,	_	15	punct	_	_	O
8	about	about	RB	p2=IN	9	advmod	_	_	B-ANS
9	250	0	CD	_	13	nummod	_	_	L-ANS
10	well	well	RB	_	12	advmod	_	_	O
11	-	-	HYPH	_	12	punct	_	_	O
12	known	know	VBN	_	13	amod	_	_	O
13	ports	port	NNS	_	15	nsubjpass	_	_	O
14	are	be	VBP	_	15	auxpass	_	_	O
15	reserved	reserve	VBN	_	0	root	_	_	O
16	by	by	IN	_	15	agent	_	_	O
17	convention	convention	NN	_	16	pobj	_	_	O
18	to	to	TO	_	19	aux	_	_	O
19	identify	identify	VB	_	15	xcomp	_	_	O
20	specific	specific	JJ	_	22	amod	_	_	O
21	service	service	NN	_	22	compound	_	_	O
22	types	type	NNS	_	19	dobj	_	_	O
23	on	on	IN	_	19	prep	_	_	O
24	a	a	DT	_	25	det	_	_	O
25	host	host	NN	_	23	pobj	_	_	O
26	.	.	.	_	15	punct	_	_	O

1	what	what	WDT	p2=WP	3	det	_	_	_
2	area	area	NN	_	3	nn	_	_	_
3	code	code	NN	_	4	attr	_	_	_
4	is	be	VBZ	_	0	root	_	_	_
5	479	0	CD	_	4	attr	_	_	_

1	Area	area	NN	p2=NNP	2	compound	_	_	O
2	code	code	NN	_	4	nsubj	_	_	O
3	479	0	CD	_	2	nummod	_	_	O
4	is	be	VBZ	_	0	root	_	_	O
5	the	the	DT	_	8	det	_	_	B-ANS
6	telephone	telephone	NN	_	8	compound	_	_	I-ANS
7	area	area	NN	_	8	compound	_	_	I-ANS
8	code	code	NN	_	4	attr	_	_	I-ANS
9	serving	serve	VBG	_	8	acl	_	_	I-ANS
10	thirteen	#crd#	CD	_	11	nummod	_	_	I-ANS
11	counties	county	NNS	_	9	dobj	_	_	I-ANS
12	in	in	IN	_	9	prep	_	_	I-ANS
13	northwest	northwest	JJ	p2=NN	14	amod	_	_	I-ANS
14	Arkansas	arkansas	NNP	_	12	pobj	_	_	L-ANS
15	,	,	,	_	9	punct	_	_	O
16	including	include	VBG	_	8	prep	_	_	O
17	the	the	DT	_	18	det	_	_	O
18	cities	city	NNS	_	16	pobj	_	_	O
19	of	of	IN	_	18	prep	_	_	O
20	Fort	fort	NNP	_	21	compound	_	_	O
21	Smith	smith	NNP	_	19	pobj	_	_	O
22	,	,	,	_	21	punct	_	_	O
23	Fayetteville	fayetteville	NNP	_	21	conj	_	_	O
24	,	,	,	_	23	punct	_	_	O
25	Springdale	springdale	NNP	_	23	conj	_	_	O
26	,	,	,	_	25	punct	_	_	O
27	Rogers	rogers	NNP	_	25	conj	_	_	O
28	and	and	CC	_	27	cc	_	_	O
29	Bentonville	bentonville	NNP	_	27	conj	_	_	O
30	:	:	:	_	4	punct	_	_	O
31	the	the	DT	_	43	det	_	_	O
32	second	#ord#	JJ	_	43	amod	_	_	O
33	,	,	,	_	43	punct	_	_	O
34	third	#ord#	JJ	_	43	amod	_	_	O
35	,	,	,	_	43	punct	_	_	O
36	fourth	#ord#	JJ	_	43	amod	_	_	O
37	,	,	,	_	36	punct	_	_	O
38	eighth	#ord#	JJ	_	36	conj	_	_	O
39	and	and	CC	_	38	cc	_	_	O
40	tenth	#ord#	RB	p2=JJ	42	advmod	_	_	O
41	-	-	HYPH	_	42	punct	_	_	O
42	largest	large	JJS	_	43	amod	_	_	O
43	cities	city	NNS	_	16	pobj	_	_	O
44	in	in	IN	_	43	prep	_	_	O
45	the	the	DT	_	46	det	_	_	O
46	state	state	NN	_	44	pobj	_	_	O
47	,	,	,	_	43	punct	_	_	O
48	respectively	respectively	RB	_	43	advmod	_	_	O
49	.	.	.	_	4	punct	_	_	O

1	what	what	WDT	p2=WP	3	det	_	_	_
2	area	area	NN	_	3	nn	_	_	_
3	code	code	NN	_	4	attr	_	_	_
4	is	be	VBZ	_	0	root	_	_	_
5	479	0	CD	_	4	attr	_	_	_

1	Area	area	NN	p2=NNP	2	compound	_	_	O
2	code	code	NN	_	4	nsubj	_	_	O
3	479	0	CD	_	2	nummod	_	_	O
4	serves	serve	VBZ	_	0	root	_	_	O
5	Benton	benton	NNP	_	4	dobj	_	_	B-ANS
6	,	,	,	_	5	punct	_	_	I-ANS
7	Carroll	carroll	NNP	_	5	conj	_	_	I-ANS
8	(	(	-LRB-	_	9	punct	_	_	I-ANS
9	split	split	VBN	p2=VB	5	acl	_	_	I-ANS
10	with	with	IN	_	9	prep	_	_	I-ANS
11	area	area	NN	_	12	compound	_	_	I-ANS
12	code	code	NN	_	10	pobj	_	_	I-ANS
13	8	0	CD	p2=IN	12	nummod	_	_	I-ANS
14	70	0	CD	_	12	nummod	_	_	I-ANS
15	)	)	-RRB-	_	9	punct	_	_	I-ANS
16	,	,	,	_	17	punct	_	_	I-ANS
17	Crawford	crawford	NNP	_	7	conj	_	_	I-ANS
18	,	,	,	_	17	punct	_	_	I-ANS
19	Franklin	franklin	NNP	_	17	npadvmod	_	_	I-ANS
20	,	,	,	_	19	punct	_	_	I-ANS
21	Johnson	johnson	NNP	_	19	conj	_	_	I-ANS
22	,	,	,	_	21	punct	_	_	I-ANS
23	Logan	logan	NNP	_	21	conj	_	_	I-ANS
24	,	,	,	_	23	punct	_	_	I-ANS
25	Madison	madison	NNP	_	23	conj	_	_	I-ANS
26	,	,	,	_	25	punct	_	_	I-ANS
27	Polk	polk	NNP	p2=NN	25	conj	_	_	I-ANS
28	,	,	,	_	27	punct	_	_	I-ANS
29	Pope	pope	NNP	_	27	conj	_	_	I-ANS
30	,	,	,	_	29	punct	_	_	I-ANS
31	Scott	scott	NNP	_	29	conj	_	_	I-ANS
32	,	,	,	_	31	punct	_	_	I-ANS
33	Sebastian	sebastian	NNP	_	31	conj	_	_	I-ANS
34	,	,	,	_	33	punct	_	_	I-ANS
35	Washington	washington	NNP	_	33	conj	_	_	I-ANS
36	and	and	CC	_	35	cc	_	_	I-ANS
37	Yell	yell	NNP	_	35	conj	_	_	I-ANS
38	Counties	county	NNPS	_	35	conj	_	_	I-ANS
39	in	in	IN	_	17	prep	_	_	I-ANS
40	Arkansas	arkansas	NNP	_	39	pobj	_	_	L-ANS
41	.	.	.	_	4	punct	_	_	O

1	what	what	WP	_	4	dobj	_	_	_
2	does	do	VBZ	_	4	aux	_	_	_
3	arraignment	arraignment	NN	p2=FW	4	nsubj	_	_	_
4	mean	mean	VB	p2=VBP	0	root	_	_	_

1	Arraignment	arraignment	NN	p2=NNP	2	nsubj	_	_	O
2	is	be	VBZ	_	0	root	_	_	O
3	a	a	DT	_	5	det	_	_	B-ANS
4	formal	formal	JJ	_	5	amod	_	_	I-ANS
5	reading	reading	NN	_	2	attr	_	_	I-ANS
6	of	of	IN	_	5	prep	_	_	I-ANS
7	a	a	DT	_	10	det	_	_	I-ANS
8	criminal	criminal	JJ	p2=NN	9	amod	_	_	I-ANS
9	charging	charging	NN	p2=VBG	10	compound	_	_	I-ANS
10	document	document	NN	_	6	pobj	_	_	I-ANS
11	in	in	IN	_	10	prep	_	_	I-ANS
12	the	the	DT	_	13	det	_	_	I-ANS
13	presence	presence	NN	_	11	pobj	_	_	I-ANS
14	of	of	IN	_	13	prep	_	_	I-ANS
15	the	the	DT	_	16	det	_	_	I-ANS
16	defendant	defendant	NN	_	14	pobj	_	_	I-ANS
17	to	to	TO	_	18	aux	_	_	I-ANS
18	inform	inform	VB	_	2	xcomp	_	_	I-ANS
19	the	the	DT	_	20	det	_	_	I-ANS
20	defendant	defendant	NN	_	18	dobj	_	_	I-ANS
21	of	of	IN	_	20	prep	_	_	I-ANS
22	the	the	DT	_	23	det	_	_	I-ANS
23	charges	charge	NNS	_	21	pobj	_	_	I-ANS
24	against	against	IN	_	23	prep	_	_	I-ANS
25	him	him	PRP	_	24	pobj	_	_	I-ANS
26	or	or	CC	_	25	cc	_	_	I-ANS
27	her	her	PRP	p2=PRP$	25	conj	_	_	L-ANS
28	.	.	.	_	2	punct	_	_	O

1	what	what	WP	_	4	dobj	_	_	_
2	did	do	VBD	_	4	aux	_	_	_
3	chaucer	chaucer	NNP	p2=WP	4	nsubj	_	_	_
4	do	do	VB	_	0	root	_	_	_

1	While	while	IN	_	3	mark	_	_	O
2	he	he	PRP	_	3	nsubj	_	_	O
3	achieved	achieve	VBD	_	36	advcl	_	_	O
4	fame	fame	NN	_	3	dobj	_	_	O
5	during	during	IN	_	3	prep	_	_	O
6	his	his	PRP$	_	7	poss	_	_	O
7	lifetime	lifetime	NN	_	5	pobj	_	_	O
8	as	as	IN	_	7	prep	_	_	O
9	an	an	DT	_	10	det	_	_	O
10	author	author	NN	_	8	pobj	_	_	B-ANS
11	,	,	,	_	10	punct	_	_	I-ANS
12	philosopher	philosopher	NN	_	10	conj	_	_	I-ANS
13	,	,	,	_	12	punct	_	_	I-ANS
14	alchemist	alchemist	JJ	p2=NN	12	conj	_	_	I-ANS
15	and	and	CC	_	14	cc	_	_	I-ANS
16	astronomer	astronomer	NN	p2=JJ	14	conj	_	_	L-ANS
17	,	,	,	_	12	punct	_	_	O
18	composing	compose	VBG	_	12	conj	_	_	O
19	a	a	DT	_	21	det	_	_	O
20	scientific	scientific	JJ	_	21	amod	_	_	O
21	treatise	treatise	NN	_	18	dobj	_	_	O
22	on	on	IN	_	21	prep	_	_	O
23	the	the	DT	_	24	det	_	_	O
24	astrolabe	astrolabe	NN	p2=NNS	22	pobj	_	_	O
25	for	for	IN	_	18	prep	_	_	O
26	his	his	PRP$	_	31	poss	_	_	O
27	ten	#crd#	CD	_	31	nummod	_	_	O
28	year	year	NN	_	30	npadvmod	_	_	O
29	-	-	HYPH	_	30	punct	_	_	O
30	old	old	JJ	_	31	amod	_	_	O
31	son	son	NN	_	25	pobj	_	_	O
32	Lewis	lewis	NNP	_	31	appos	_	_	O
33	,	,	,	_	36	punct	_	_	O
34	Chaucer	chaucer	NNP	_	36	nsubj	_	_	O
35	also	also	RB	_	36	advmod	_	_	O
36	maintained	maintain	VBD	_	0	root	_	_	O
37	an	an	DT	_	39	det	_	_	O
38	active	active	JJ	_	39	amod	_	_	O
39	career	career	NN	_	36	dobj	_	_	O
40	in	in	IN	_	39	prep	_	_	O
41	the	the	DT	_	43	det	_	_	O
42	civil	civil	JJ	_	43	amod	_	_	O
43	service	service	NN	_	40	pobj	_	_	O
44	as	as	IN	_	36	prep	_	_	O
45	a	a	DT	_	46	det	_	_	O
46	bureaucrat	bureaucrat	NN	_	44	pobj	_	_	O
47	,	,	,	_	46	punct	_	_	O
48	courtier	courtier	NN	_	46	conj	_	_	O
49	and	and	CC	_	48	cc	_	_	O
50	diplomat	diplomat	NN	_	48	conj	_	_	O
51	.	.	.	_	36	punct	_	_	O

1	what	what	WP	_	4	dobj	_	_	_
2	did	do	VBD	_	4	aux	_	_	_
3	chaucer	chaucer	NNP	p2=WP	4	nsubj	_	_	_
4	do	do	VB	_	0	root	_	_	_

1	Chaucer	chaucer	NNP	p2=NN	2	nsubj	_	_	O
2	is	be	VBZ	_	27	ccomp	_	_	O
3	a	a	DT	_	5	det	_	_	B-ANS
4	crucial	crucial	JJ	_	5	amod	_	_	I-ANS
5	figure	figure	NN	_	2	attr	_	_	I-ANS
6	in	in	IN	_	5	prep	_	_	I-ANS
7	developing	develop	VBG	_	6	pcomp	_	_	I-ANS
8	the	the	DT	_	9	det	_	_	I-ANS
9	legitimacy	legitimacy	NN	_	7	dobj	_	_	I-ANS
10	of	of	IN	_	9	prep	_	_	I-ANS
11	the	the	DT	_	12	det	_	_	I-ANS
12	vernacular	vernacular	NN	p2=JJ	10	pobj	_	_	I-ANS
13	,	,	,	_	27	punct	_	_	I-ANS
14	Middle	middle	NNP	p2=JJ	15	compound	_	_	I-ANS
15	English	english	NNP	_	27	nsubj	_	_	I-ANS
16	,	,	,	_	27	punct	_	_	I-ANS
17	at	at	IN	_	27	prep	_	_	I-ANS
18	a	a	DT	_	19	det	_	_	I-ANS
19	time	time	NN	_	17	pobj	_	_	I-ANS
20	when	when	WRB	_	27	advmod	_	_	I-ANS
21	the	the	DT	_	24	det	_	_	I-ANS
22	dominant	dominant	JJ	_	24	amod	_	_	I-ANS
23	literary	literary	JJ	_	24	amod	_	_	I-ANS
24	languages	language	NNS	_	27	nsubj	_	_	I-ANS
25	in	in	IN	_	24	prep	_	_	I-ANS
26	England	england	NNP	_	25	pobj	_	_	I-ANS
27	were	be	VBD	_	0	root	_	_	I-ANS
28	French	french	JJ	p2=NNP	27	acomp	_	_	I-ANS
29	and	and	CC	_	28	cc	_	_	I-ANS
30	Latin	latin	JJ	_	28	conj	_	_	L-ANS
31	.	.	.	_	27	punct	_	_	O

1	what	what	WP	_	7	pobj	_	_	_
2	does	do	VBZ	_	6	aux	_	_	_
3	am	am	NN	p2=VB	6	nsubj	_	_	_
4	and	and	CC	_	3	cc	_	_	_
5	pm	pm	NN	_	3	conj	_	_	_
6	stand	stand	VBP	p2=NN	0	root	_	_	_
7	for	for	IN	_	6	prep	_	_	_

1	The	the	DT	_	5	det	_	_	O
2	12	0	CD	_	4	nummod	_	_	O
3	-	-	HYPH	_	4	punct	_	_	O
4	hour	hour	NN	_	5	compound	_	_	O
5	clock	clock	NN	_	6	nsubj	_	_	O
6	is	be	VBZ	_	0	root	_	_	O
7	a	a	DT	_	9	det	_	_	O
8	time	time	NN	_	9	compound	_	_	O
9	convention	convention	NN	_	6	attr	_	_	O
10	in	in	IN	_	19	prep	_	_	O
11	which	which	WDT	_	10	pobj	_	_	O
12	the	the	DT	_	14	det	_	_	O
13	24	0	CD	_	14	nummod	_	_	O
14	hours	hour	NNS	_	19	nsubjpass	_	_	O
15	of	of	IN	_	14	prep	_	_	O
16	the	the	DT	_	17	det	_	_	O
17	day	day	NN	_	15	pobj	_	_	O
18	are	be	VBP	_	19	auxpass	_	_	O
19	divided	divide	VBN	_	9	relcl	_	_	O
20	into	into	IN	_	19	prep	_	_	O
21	two	#crd#	CD	_	22	nummod	_	_	O
22	periods	period	NNS	_	20	pobj	_	_	O
23	:	:	:	_	22	punct	_	_	O
24	a.m.	a.m.	NN	p2=NNP	22	appos	_	_	O
25	(	(	-LRB-	_	26	punct	_	_	B-ANS
26	from	from	IN	_	24	prep	_	_	I-ANS
27	the	the	DT	_	30	det	_	_	I-ANS
28	Latin	latin	NNP	p2=JJ	29	compound	_	_	I-ANS
29	ante	ante	FW	p2=NN	30	nmod	_	_	I-ANS
30	meridiem	meridiem	FW	p2=NNP	26	pobj	_	_	I-ANS
31	,	,	,	_	6	punct	_	_	I-ANS
32	meaning	mean	VBG	_	6	advcl	_	_	I-ANS
33	"	"	``	p2=''	32	punct	_	_	I-ANS
34	before	before	IN	_	6	prep	_	_	I-ANS
35	midday	midday	NN	_	34	pobj	_	_	I-ANS
36	"	"	''	_	32	punct	_	_	I-ANS
37	)	)	-RRB-	_	6	punct	_	_	I-ANS
38	and	and	CC	_	6	cc	_	_	I-ANS
39	p.m.	p.m.	NN	p2=RB	6	dep	_	_	I-ANS
40	(	(	-LRB-	_	41	punct	_	_	I-ANS
41	post	post	NN	p2=AFX	42	compound	_	_	I-ANS
42	meridiem	meridiem	NN	p2=RB	39	appos	_	_	I-ANS
43	,	,	,	_	6	punct	_	_	I-ANS
44	"	"	''	p2=``	45	punct	_	_	I-ANS
45	after	after	IN	_	41	prep	_	_	I-ANS
46	midday	midday	NN	_	45	pobj	_	_	I-ANS
47	"	"	''	_	46	npadvmod	_	_	I-ANS
48	)	)	-RRB-	_	6	punct	_	_	L-ANS
49	.	.	.	_	6	punct	_	_	O

1	how	how	WRB	_	2	advmod	_	_	_
2	is	be	VBZ	_	0	root	_	_	_
3	canada	canada	NNP	p2=NN	6	poss	_	_	_
4	's	's	POS	_	3	possessive	_	_	_
5	health	health	NN	_	6	compound	_	_	_
6	care	care	NN	_	2	nsubj	_	_	_

1	A	a	DT	_	3	det	_	_	O
2	2007	0	CD	_	3	nummod	_	_	O
3	review	review	NN	_	23	nsubj	_	_	O
4	of	of	IN	_	3	prep	_	_	O
5	all	all	DT	_	6	det	_	_	O
6	studies	study	NNS	_	4	pobj	_	_	O
7	comparing	compare	VBG	_	23	advcl	_	_	O
8	health	health	NN	_	9	compound	_	_	O
9	outcomes	outcome	NNS	_	7	dobj	_	_	O
10	in	in	IN	_	9	prep	_	_	O
11	Canada	canada	NNP	_	10	pobj	_	_	O
12	and	and	CC	_	11	cc	_	_	O
13	the	the	DT	_	14	det	_	_	O
14	US	us	NNP	_	11	conj	_	_	O
15	in	in	IN	_	7	prep	_	_	O
16	a	a	DT	_	22	det	_	_	O
17	Canadian	canadian	JJ	_	22	amod	_	_	O
18	peer	peer	NN	_	20	npadvmod	_	_	O
19	-	-	HYPH	p2=,	20	punct	_	_	O
20	reviewed	review	VBN	_	22	amod	_	_	O
21	medical	medical	JJ	_	22	amod	_	_	O
22	journal	journal	NN	_	15	pobj	_	_	O
23	found	find	VBD	_	0	root	_	_	O
24	that	that	IN	_	29	mark	_	_	O
25	"	"	``	_	29	punct	_	_	O
26	health	health	NN	_	27	compound	_	_	B-ANS
27	outcomes	outcome	NNS	_	29	nsubj	_	_	I-ANS
28	may	may	MD	_	29	aux	_	_	I-ANS
29	be	be	VB	_	23	ccomp	_	_	I-ANS
30	superior	superior	JJ	_	29	acomp	_	_	I-ANS
31	in	in	IN	_	30	prep	_	_	I-ANS
32	patients	patient	NNS	_	31	pobj	_	_	I-ANS
33	cared	care	VBD	p2=VBN	29	advcl	_	_	I-ANS
34	for	for	IN	_	33	prep	_	_	I-ANS
35	in	in	IN	_	34	prep	_	_	I-ANS
36	Canada	canada	NNP	_	35	pobj	_	_	I-ANS
37	versus	versus	IN	_	33	prep	_	_	I-ANS
38	the	the	DT	_	40	det	_	_	I-ANS
39	United	united	NNP	_	40	compound	_	_	I-ANS
40	States	state	NNP	_	37	pobj	_	_	I-ANS
41	,	,	,	_	29	punct	_	_	I-ANS
42	but	but	CC	_	29	cc	_	_	I-ANS
43	differences	difference	NNS	_	44	nsubj	_	_	I-ANS
44	are	be	VBP	_	23	ccomp	_	_	I-ANS
45	not	not	RB	_	44	neg	_	_	I-ANS
46	consistent	consistent	JJ	_	44	acomp	_	_	I-ANS
47	.	.	.	_	23	punct	_	_	L-ANS
48	"	"	''	_	23	punct	_	_	O

1	how	how	WRB	_	4	advmod	_	_	_
2	do	do	VBP	p2=VB	4	aux	_	_	_
3	pineapples	pineapple	NNS	_	4	nsubj	_	_	_
4	grow	grow	VB	_	0	root	_	_	_

1	Pineapples	pineapple	NNS	p2=NNP	4	nsubjpass	_	_	O
2	may	may	MD	_	4	aux	_	_	O
3	be	be	VB	_	4	auxpass	_	_	O
4	cultivated	cultivate	VBN	_	0	root	_	_	B-ANS
5	from	from	IN	_	4	prep	_	_	I-ANS
6	a	a	DT	_	8	det	_	_	I-ANS
7	crown	crown	NN	_	8	compound	_	_	I-ANS
8	cutting	cutting	NN	p2=VBG	5	pobj	_	_	I-ANS
9	of	of	IN	_	8	prep	_	_	I-ANS
10	the	the	DT	_	11	det	_	_	I-ANS
11	fruit	fruit	NN	_	9	pobj	_	_	L-ANS
12	,	,	,	_	4	punct	_	_	O
13	possibly	possibly	RB	_	14	advmod	_	_	O
14	flowering	flower	VBG	_	4	advcl	_	_	O
15	in	in	IN	p2=RP	14	prep	_	_	O
16	20–24	0–0	NN	p2=CD	17	compound	_	_	O
17	months	month	NNS	_	15	pobj	_	_	O
18	and	and	CC	_	14	cc	_	_	O
19	fruiting	fruit	VBG	p2=NN	14	conj	_	_	O
20	in	in	IN	p2=RP	19	prep	_	_	O
21	the	the	DT	_	24	det	_	_	O
22	following	follow	VBG	_	24	amod	_	_	O
23	six	#crd#	CD	_	24	nummod	_	_	O
24	months	month	NNS	_	20	pobj	_	_	O
25	.	.	.	_	4	punct	_	_	O

1	what	what	WDT	_	2	det	_	_	_
2	country	country	NN	_	5	dobj	_	_	_
3	did	do	VBD	_	5	aux	_	_	_
4	wine	wine	NN	_	5	nsubj	_	_	_
5	originate	originate	VB	_	0	root	_	_	_
6	in	in	IN	p2=RP	5	prep	_	_	_

1	Archaeological	archaeological	JJ	p2=NNP	2	amod	_	_	O
2	evidence	evidence	NN	_	3	nsubj	_	_	O
3	suggests	suggest	VBZ	_	0	root	_	_	O
4	that	that	IN	_	10	mark	_	_	O
5	the	the	DT	_	9	det	_	_	O
6	earliest	early	JJS	p2=RBS	9	amod	_	_	O
7	known	know	VBN	p2=JJ	9	amod	_	_	O
8	wine	wine	NN	_	9	compound	_	_	O
9	production	production	NN	_	10	nsubj	_	_	O
10	occurred	occur	VBD	p2=VBN	3	ccomp	_	_	O
11	in	in	IN	_	10	prep	_	_	O
12	what	what	WP	_	13	nsubj	_	_	B-ANS
13	is	be	VBZ	_	11	pcomp	_	_	I-ANS
14	now	now	RB	_	13	advmod	_	_	I-ANS
15	the	the	DT	_	16	det	_	_	I-ANS
16	country	country	NN	_	13	attr	_	_	I-ANS
17	of	of	IN	_	16	prep	_	_	I-ANS
18	Georgia	georgia	NNP	_	17	pobj	_	_	L-ANS
19	around	around	IN	p2=RB	20	quantmod	_	_	O
20	7000	0	CD	_	21	nummod	_	_	O
21	BCE	bce	NNP	p2=NN	16	appos	_	_	O
22	,	,	,	_	30	punct	_	_	O
23	with	with	IN	_	16	prep	_	_	O
24	other	other	JJ	_	26	amod	_	_	O
25	notable	notable	JJ	_	26	amod	_	_	O
26	sites	site	NNS	_	23	pobj	_	_	O
27	in	in	IN	_	26	prep	_	_	O
28	Greater	greater	NNP	_	29	compound	_	_	O
29	Iran	iran	NNP	_	27	pobj	_	_	O
30	dated	date	VBD	p2=VBN	32	det	_	_	O
31	4500	0	CD	_	32	nummod	_	_	O
32	BCE	bce	NN	p2=NNP	3	dep	_	_	O
33	and	and	CC	_	32	cc	_	_	O
34	Armenia	armenia	NNP	_	32	conj	_	_	O
35	4100	0	CD	p2=IN	36	nummod	_	_	O
36	BCE	bce	NNP	p2=NN	32	conj	_	_	O
37	,	,	,	_	36	punct	_	_	O
38	respectively	respectively	RB	_	36	advmod	_	_	O
39	.	.	.	_	3	punct	_	_	O

1	how	how	WRB	_	2	advmod	_	_	_
2	many	many	JJ	_	3	amod	_	_	_
3	district	district	NN	p2=NNS	4	nsubj	_	_	_
4	are	be	VBP	_	0	root	_	_	_
5	in	in	IN	_	4	prep	_	_	_
6	west	west	JJ	p2=NN	7	amod	_	_	_
7	bengal	bengal	JJ	p2=NN	5	pobj	_	_	_

1	In	in	IN	_	15	prep	_	_	O
2	1947	0	CD	_	1	pobj	_	_	O
3	,	,	,	_	2	punct	_	_	O
4	when	when	WRB	_	6	advmod	_	_	O
5	India	india	NNP	_	6	nsubj	_	_	O
6	gained	gain	VBD	_	2	relcl	_	_	O
7	independence	independence	NN	_	6	dobj	_	_	O
8	,	,	,	_	15	punct	_	_	O
9	the	the	DT	_	10	det	_	_	O
10	state	state	NN	_	15	nsubjpass	_	_	O
11	of	of	IN	_	10	prep	_	_	O
12	West	west	NNP	_	13	compound	_	_	O
13	Bengal	bengal	NNP	_	11	pobj	_	_	O
14	was	be	VBD	_	15	auxpass	_	_	O
15	formed	form	VBN	_	0	root	_	_	O
16	with	with	IN	_	15	prep	_	_	O
17	14	0	CD	_	18	nummod	_	_	U-ANS
18	districts	district	NNS	_	16	pobj	_	_	O
19	,	,	,	_	15	punct	_	_	O
20	as	as	IN	_	6	prep	_	_	O
21	per	per	IN	_	20	prep	_	_	O
22	partition	partition	NN	_	21	pobj	_	_	O
23	plan	plan	NN	_	20	pobj	_	_	O
24	of	of	IN	_	23	prep	_	_	O
25	the	the	DT	_	24	pcomp	_	_	O
26	then	then	RB	p2=XX	27	advmod	_	_	O
27	Bengal	bengal	NNP	p2=JJ	28	compound	_	_	O
28	province	province	NN	_	24	pobj	_	_	O
29	of	of	IN	_	28	prep	_	_	O
30	British	british	NNP	p2=JJ	31	compound	_	_	O
31	India	india	NNP	_	29	pobj	_	_	O
32	.	.	.	_	15	punct	_	_	O

1	how	how	WRB	_	2	advmod	_	_	_
2	many	many	JJ	_	3	amod	_	_	_
3	towns	town	NNS	_	0	root	_	_	_
4	in	in	IN	_	3	prep	_	_	_
5	new	new	JJ	_	6	amod	_	_	_
6	hampshire	hampshire	NN	p2=NNP	4	pobj	_	_	_

1	This	this	DT	_	2	nsubj	_	_	O
2	is	be	VBZ	_	0	root	_	_	O
3	a	a	DT	_	4	det	_	_	O
4	list	list	NN	_	2	attr	_	_	O
5	of	of	IN	_	4	prep	_	_	O
6	the	the	DT	_	8	det	_	_	O
7	221	0	CD	_	8	nummod	_	_	U-ANS
8	towns	town	NNS	_	5	pobj	_	_	O
9	and	and	CC	_	8	cc	_	_	O
10	13	0	CD	_	11	nummod	_	_	O
11	cities	city	NNS	_	8	conj	_	_	O
12	in	in	IN	_	8	prep	_	_	O
13	the	the	DT	_	15	det	_	_	O
14	U.S.	u.s.	NNP	_	15	compound	_	_	O
15	state	state	NN	_	12	pobj	_	_	O
16	of	of	IN	_	15	prep	_	_	O
17	New	new	NNP	_	18	compound	_	_	O
18	Hampshire	hampshire	NNP	_	16	pobj	_	_	O
19	.	.	.	_	2	punct	_	_	O

1	what	what	WP	_	4	dobj	_	_	_
2	does	do	VBZ	_	4	aux	_	_	_
3	salesforce.com	#hlink#	ADD	p2=NNP	4	nsubj	_	_	_
4	do	do	VB	_	0	root	_	_	_
5	?	?	.	_	4	punct	_	_	_

1	Though	though	IN	p2=RB	3	mark	_	_	O
2	best	well	RBS	p2=JJS	3	advmod	_	_	O
3	known	know	VBN	p2=JJ	17	advcl	_	_	O
4	for	for	IN	_	3	prep	_	_	O
5	its	its	PRP$	_	8	poss	_	_	O
6	customer	customer	NN	_	7	compound	_	_	B-ANS
7	relationship	relationship	NN	_	8	compound	_	_	I-ANS
8	management	management	NN	_	4	pobj	_	_	I-ANS
9	(	(	-LRB-	_	12	punct	_	_	I-ANS
10	CRM	crm	NNP	p2=NN	12	nmod	_	_	I-ANS
11	)	)	-RRB-	_	12	punct	_	_	L-ANS
12	product	product	NN	_	17	dep	_	_	O
13	,	,	,	_	17	punct	_	_	O
14	Salesforce	salesforce	NNP	_	17	nsubj	_	_	O
15	has	have	VBZ	_	17	aux	_	_	O
16	also	also	RB	_	17	advmod	_	_	O
17	expanded	expand	VBN	_	0	root	_	_	O
18	into	into	IN	_	17	prep	_	_	O
19	the	the	DT	_	23	det	_	_	O
20	"	"	``	_	23	punct	_	_	O
21	social	social	JJ	_	22	amod	_	_	O
22	enterprise	enterprise	NN	_	23	compound	_	_	O
23	arena	arena	NN	_	18	pobj	_	_	O
24	"	"	''	_	23	punct	_	_	O
25	through	through	IN	_	17	prep	_	_	O
26	acquisitions	acquisition	NNS	_	25	pobj	_	_	O
27	.	.	.	_	17	punct	_	_	O

1	what	what	WP	_	5	dobj	_	_	_
2	does	do	VBZ	_	5	aux	_	_	_
3	1	0	CD	_	4	nummod	_	_	_
4	year	year	NN	_	5	nsubj	_	_	_
5	mean	mean	VBP	p2=VB	0	root	_	_	_
6	to	to	IN	_	5	prep	_	_	_
7	the	the	DT	_	8	det	_	_	_
8	planet	planet	NN	_	6	pobj	_	_	_

1	During	during	IN	_	10	prep	_	_	O
